sensor_id,latitude,longitude,timestamp,value
6,46.3169,11.0942,2023-07-15 20:00:00+00:00,77.25
9,46.31227,11.09467,2023-07-15 20:00:00+00:00,47.0
10,46.31411,11.08359,2023-07-15 20:00:00+00:00,75.0
11,46.31593,11.0862,2023-07-15 20:00:00+00:00,50.0
60,46.31769,11.07855,2023-07-15 20:00:00+00:00,93.0
77,46.31392,11.09142,2023-07-15 20:00:00+00:00,114.5
78,46.3157,11.08748,2023-07-15 20:00:00+00:00,149.5
79,46.32395,11.08641,2023-07-15 20:00:00+00:00,539.0
80,46.32267,11.08787,2023-07-15 20:00:00+00:00,44.0
81,46.30213,11.08946,2023-07-15 20:00:00+00:00,407.5
84,46.31254,11.09262,2023-07-15 20:00:00+00:00,35.0
86,46.318,11.0896,2023-07-15 20:00:00+00:00,63.0
87,46.32371,11.09077,2023-07-15 20:00:00+00:00,458.0
88,46.31141,11.08629,2023-07-15 20:00:00+00:00,328.0
1,46.31213,11.08839,2023-07-15 21:00:00+00:00,101.75
2,46.32987,11.08961,2023-07-15 21:00:00+00:00,296.5
4,46.32096,11.0838,2023-07-15 21:00:00+00:00,530.0
5,46.3085,11.08802,2023-07-15 21:00:00+00:00,318.5
6,46.3169,11.0942,2023-07-15 21:00:00+00:00,79.0
9,46.31227,11.09467,2023-07-15 21:00:00+00:00,47.0
10,46.31411,11.08359,2023-07-15 21:00:00+00:00,74.33333333333333
11,46.31593,11.0862,2023-07-15 21:00:00+00:00,50.0
60,46.31769,11.07855,2023-07-15 21:00:00+00:00,95.0
77,46.31392,11.09142,2023-07-15 21:00:00+00:00,113.0
78,46.3157,11.08748,2023-07-15 21:00:00+00:00,151.0
79,46.32395,11.08641,2023-07-15 21:00:00+00:00,540.0
80,46.32267,11.08787,2023-07-15 21:00:00+00:00,44.0
81,46.30213,11.08946,2023-07-15 21:00:00+00:00,409.0
84,46.31254,11.09262,2023-07-15 21:00:00+00:00,35.0
86,46.318,11.0896,2023-07-15 21:00:00+00:00,63.0
87,46.32371,11.09077,2023-07-15 21:00:00+00:00,450.75
88,46.31141,11.08629,2023-07-15 21:00:00+00:00,328.0
1,46.31213,11.08839,2023-07-15 22:00:00+00:00,94.0
2,46.32987,11.08961,2023-07-15 22:00:00+00:00,310.25
4,46.32096,11.0838,2023-07-15 22:00:00+00:00,532.0
5,46.3085,11.08802,2023-07-15 22:00:00+00:00,316.0
6,46.3169,11.0942,2023-07-15 22:00:00+00:00,80.0
9,46.31227,11.09467,2023-07-15 22:00:00+00:00,49.25
10,46.31411,11.08359,2023-07-15 22:00:00+00:00,73.5
11,46.31593,11.0862,2023-07-15 22:00:00+00:00,50.0
60,46.31769,11.07855,2023-07-15 22:00:00+00:00,95.0
77,46.31392,11.09142,2023-07-15 22:00:00+00:00,111.0
78,46.3157,11.08748,2023-07-15 22:00:00+00:00,154.0
79,46.32395,11.08641,2023-07-15 22:00:00+00:00,540.6666666666666
80,46.32267,11.08787,2023-07-15 22:00:00+00:00,45.0
81,46.30213,11.08946,2023-07-15 22:00:00+00:00,409.0
84,46.31254,11.09262,2023-07-15 22:00:00+00:00,36.0
86,46.318,11.0896,2023-07-15 22:00:00+00:00,63.0
87,46.32371,11.09077,2023-07-15 22:00:00+00:00,441.75
